,Age,AgeGeneration,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,DistanceFromHomeCategory,Education,EducationField,EmployeeCount,EmployeeEngagementScore,EmployeeNumber,EnvironmentSatisfaction,ExperiencePriorToCurrentJob,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,Overtime_Preference,PercentSalaryHike,PerformanceRating,PerformanceSatisfactionIndex,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
96,24,Gen Z,No,Travel_Rarely,1353,Sales,3,Short Distance,College,Other,1,3.0,128,Low,1,Female,33,High,2,Sales Executive,High,Married,4999,17519,0,Y,No,0,21,Outstanding,1.6666666666666667,Low,80,1,4,2,Good,3,2,0,2
97,28,Millennials,No,Non-Travel,120,Sales,4,Short Distance,Bachelor,Medical,1,3.3333333333333335,129,Medium,0,Male,43,High,2,Sales Executive,High,Married,4221,8863,1,Y,No,0,15,Excellent,2.3333333333333335,Medium,80,0,5,3,Best,5,4,0,4
98,58,Gen X,No,Travel_Rarely,682,Sales,10,Short Distance,Master,Medical,1,2.6666666666666665,131,Very High,1,Male,37,High,4,Sales Executive,High,Single,13872,24409,0,Y,No,0,13,Excellent,3.3333333333333335,High,80,0,38,1,Good,37,10,1,8
99,44,Gen X,No,Non-Travel,489,Research & Development,23,Long Distance,Bachelor,Medical,1,3.3333333333333335,132,Medium,14,Male,67,High,2,Laboratory Technician,Medium,Married,2042,25043,4,Y,No,0,12,Excellent,2.3333333333333335,High,80,1,17,3,Best,3,2,1,2
100,37,Millennials,Yes,Travel_Rarely,807,Human Resources,6,Short Distance,Master,Human Resources,1,3.3333333333333335,133,High,4,Male,63,High,1,Human Resources,Low,Divorced,2073,23648,4,Y,Yes,1,22,Outstanding,2.6666666666666665,Very High,80,0,7,3,Better,3,2,0,2
101,32,Millennials,No,Travel_Rarely,827,Research & Development,1,Short Distance,Below College,Life Sciences,1,3.0,134,Very High,0,Male,71,High,1,Research Scientist,Low,Single,2956,15178,1,Y,No,0,13,Excellent,3.0,Very High,80,0,1,2,Better,1,0,0,0
102,20,Gen Z,Yes,Travel_Frequently,871,Research & Development,6,Short Distance,Bachelor,Life Sciences,1,2.6666666666666665,137,Very High,0,Female,66,Medium,1,Laboratory Technician,Very High,Single,2926,19783,1,Y,Yes,1,18,Excellent,3.3333333333333335,Medium,80,0,1,5,Better,1,0,1,0
103,34,Millennials,No,Travel_Rarely,665,Research & Development,6,Short Distance,Master,Other,1,3.0,138,Low,0,Female,41,High,2,Research Scientist,High,Single,4809,12482,1,Y,No,0,14,Excellent,2.3333333333333335,High,80,0,16,3,Better,16,13,2,10
104,37,Millennials,No,Non-Travel,1040,Research & Development,2,Short Distance,College,Life Sciences,1,3.0,139,High,16,Male,100,Medium,2,Healthcare Representative,Very High,Divorced,5163,15850,5,Y,No,0,14,Excellent,3.6666666666666665,Very High,80,1,17,2,Best,1,0,0,0
105,59,Gen X,No,Non-Travel,1420,Human Resources,2,Short Distance,Master,Human Resources,1,3.0,140,High,27,Female,32,Medium,5,Manager,Very High,Married,18844,21922,9,Y,No,0,21,Outstanding,3.6666666666666665,Very High,80,1,30,3,Better,3,2,2,2
106,50,Gen X,No,Travel_Frequently,1115,Research & Development,1,Short Distance,Bachelor,Life Sciences,1,2.6666666666666665,141,Low,20,Female,73,High,5,Research Director,Medium,Married,18172,9755,3,Y,Yes,1,19,Excellent,1.3333333333333333,Low,80,0,28,1,Good,8,3,0,7
107,25,Gen Z,Yes,Travel_Rarely,240,Sales,5,Short Distance,Bachelor,Marketing,1,2.6666666666666665,142,High,0,Male,46,Medium,2,Sales Executive,High,Single,5744,26959,1,Y,Yes,1,11,Excellent,3.3333333333333335,Very High,80,0,6,1,Better,6,4,0,3
108,25,Gen Z,No,Travel_Rarely,1280,Research & Development,7,Short Distance,Below College,Medical,1,2.6666666666666665,143,Very High,0,Male,64,Medium,1,Research Scientist,Very High,Married,2889,26897,1,Y,No,0,11,Excellent,3.6666666666666665,High,80,2,2,2,Better,2,2,2,1
109,22,Gen Z,No,Travel_Rarely,534,Research & Development,15,Medium Distance,Bachelor,Medical,1,3.0,144,Medium,1,Female,59,High,1,Laboratory Technician,Very High,Single,2871,23785,1,Y,No,0,15,Excellent,3.0,High,80,0,1,5,Better,0,0,0,0
110,51,Gen X,No,Travel_Frequently,1456,Research & Development,1,Short Distance,Master,Medical,1,2.6666666666666665,145,Low,10,Female,30,Medium,3,Healthcare Representative,Low,Single,7484,25796,3,Y,No,0,20,Outstanding,1.6666666666666667,High,80,0,23,1,Good,13,12,12,8
111,34,Millennials,Yes,Travel_Frequently,658,Research & Development,7,Short Distance,Bachelor,Life Sciences,1,2.6666666666666665,147,Low,0,Male,66,Low,2,Laboratory Technician,High,Single,6074,22887,1,Y,Yes,1,24,Outstanding,2.6666666666666665,Very High,80,0,9,3,Better,9,7,0,6
112,54,Gen X,No,Non-Travel,142,Human Resources,26,Long Distance,Bachelor,Human Resources,1,3.3333333333333335,148,Very High,18,Female,30,Very High,4,Manager,Very High,Single,17328,13871,2,Y,Yes,1,12,Excellent,3.6666666666666665,High,80,0,23,3,Better,5,3,4,4
113,24,Gen Z,No,Travel_Rarely,1127,Research & Development,18,Medium Distance,Below College,Life Sciences,1,3.0,150,Medium,1,Male,52,High,1,Laboratory Technician,High,Married,2774,13257,0,Y,No,0,12,Excellent,2.6666666666666665,High,80,1,6,2,Better,5,3,1,2
114,34,Millennials,No,Travel_Rarely,1031,Research & Development,6,Short Distance,Master,Life Sciences,1,2.6666666666666665,151,High,11,Female,45,Medium,2,Research Scientist,Medium,Divorced,4505,15000,6,Y,No,0,15,Excellent,2.6666666666666665,High,80,1,12,3,Better,1,0,0,0
115,37,Millennials,No,Travel_Rarely,1189,Sales,3,Short Distance,Bachelor,Life Sciences,1,3.0,152,High,7,Male,87,High,3,Sales Executive,Very High,Single,7428,14506,2,Y,No,0,12,Excellent,2.6666666666666665,Low,80,0,12,3,Better,5,3,1,3
116,34,Millennials,No,Travel_Rarely,1354,Research & Development,5,Short Distance,Bachelor,Medical,1,2.6666666666666665,153,High,3,Female,45,Medium,3,Manager,Low,Single,11631,5615,2,Y,No,0,12,Excellent,2.6666666666666665,Very High,80,0,14,6,Better,11,10,5,8
117,36,Millennials,No,Travel_Frequently,1467,Sales,11,Medium Distance,College,Technical Degree,1,3.0,154,Medium,1,Female,92,High,3,Sales Executive,Very High,Married,9738,22952,0,Y,No,0,14,Excellent,3.0,High,80,1,10,6,Better,9,7,2,8
118,36,Millennials,No,Travel_Rarely,922,Research & Development,3,Short Distance,College,Life Sciences,1,3.3333333333333335,155,Low,6,Female,39,High,1,Laboratory Technician,Very High,Divorced,2835,2561,5,Y,No,0,22,Outstanding,2.0,Low,80,1,7,2,Better,1,0,0,0
119,43,Millennials,No,Travel_Frequently,394,Sales,26,Long Distance,College,Life Sciences,1,3.3333333333333335,158,High,0,Male,92,High,4,Manager,Very High,Married,16959,19494,1,Y,Yes,1,12,Excellent,3.6666666666666665,Very High,80,2,25,3,Best,25,12,4,12
120,30,Millennials,No,Travel_Frequently,1312,Research & Development,23,Long Distance,Bachelor,Life Sciences,1,2.3333333333333335,159,Low,0,Male,96,Low,1,Research Scientist,High,Divorced,2613,22310,1,Y,No,0,25,Outstanding,2.3333333333333335,High,80,3,10,2,Good,10,7,0,9
121,33,Millennials,No,Non-Travel,750,Sales,22,Long Distance,College,Marketing,1,3.3333333333333335,160,High,1,Male,95,High,2,Sales Executive,Medium,Married,6146,15480,0,Y,No,0,13,Excellent,2.0,Low,80,1,8,2,Best,7,7,0,7
122,56,Gen X,Yes,Travel_Rarely,441,Research & Development,14,Medium Distance,Master,Life Sciences,1,3.0,161,Medium,2,Female,72,High,1,Research Scientist,Medium,Married,4963,4510,9,Y,Yes,1,18,Excellent,1.6666666666666667,Low,80,3,7,2,Better,5,4,4,3
123,51,Gen X,No,Travel_Rarely,684,Research & Development,6,Short Distance,Bachelor,Life Sciences,1,3.0,162,Low,3,Male,51,High,5,Research Director,High,Single,19537,6462,7,Y,No,0,13,Excellent,2.3333333333333335,High,80,0,23,5,Better,20,18,15,15
124,31,Millennials,Yes,Travel_Rarely,249,Sales,6,Short Distance,Master,Life Sciences,1,2.0,163,Medium,5,Male,76,Low,2,Sales Executive,High,Married,6172,20739,4,Y,Yes,1,18,Excellent,2.3333333333333335,Medium,80,0,12,3,Good,7,7,7,7
125,26,Gen Z,No,Travel_Rarely,841,Research & Development,6,Short Distance,Bachelor,Other,1,2.3333333333333335,164,High,0,Female,46,Medium,1,Research Scientist,Medium,Married,2368,23300,1,Y,No,0,19,Excellent,2.6666666666666665,High,80,0,5,3,Good,5,4,4,3
126,58,Gen X,Yes,Travel_Rarely,147,Research & Development,23,Long Distance,Master,Medical,1,2.6666666666666665,165,Very High,0,Female,94,High,3,Healthcare Representative,Very High,Married,10312,3465,1,Y,No,0,12,Excellent,4.0,Very High,80,1,40,3,Good,40,10,15,6
127,19,Gen Z,Yes,Travel_Rarely,528,Sales,22,Long Distance,Below College,Marketing,1,2.6666666666666665,167,Very High,0,Male,50,High,1,Sales Representative,High,Single,1675,26820,1,Y,Yes,1,19,Excellent,3.6666666666666665,Very High,80,0,0,2,Good,0,0,0,0
128,22,Gen Z,No,Travel_Rarely,594,Research & Development,2,Short Distance,Below College,Technical Degree,1,3.0,169,High,1,Male,100,High,1,Laboratory Technician,Very High,Married,2523,19299,0,Y,No,0,14,Excellent,3.3333333333333335,High,80,1,3,2,Better,2,1,2,1
129,49,Gen X,No,Travel_Rarely,470,Research & Development,20,Medium Distance,Master,Medical,1,2.6666666666666665,170,High,1,Female,96,High,2,Manufacturing Director,Low,Married,6567,5549,1,Y,No,0,14,Excellent,2.3333333333333335,High,80,0,16,2,Good,15,11,5,11
130,43,Millennials,No,Travel_Frequently,957,Research & Development,28,Long Distance,Bachelor,Medical,1,3.3333333333333335,171,Medium,15,Female,72,Very High,1,Research Scientist,High,Single,4739,16090,4,Y,No,0,12,Excellent,3.0,Very High,80,0,18,2,Better,3,2,1,2
131,50,Gen X,No,Travel_Frequently,809,Sales,12,Medium Distance,Bachelor,Marketing,1,3.0,174,High,14,Female,77,High,3,Sales Executive,Very High,Single,9208,6645,4,Y,No,0,11,Excellent,3.6666666666666665,Very High,80,0,16,3,Better,2,2,2,1
132,31,Millennials,Yes,Travel_Rarely,542,Sales,20,Medium Distance,Bachelor,Life Sciences,1,2.3333333333333335,175,Medium,2,Female,71,Low,2,Sales Executive,High,Married,4559,24788,3,Y,Yes,1,11,Excellent,2.6666666666666665,High,80,1,4,2,Better,2,2,2,2
133,41,Millennials,No,Travel_Rarely,802,Sales,9,Short Distance,Below College,Life Sciences,1,3.0,176,High,3,Male,96,High,3,Sales Executive,High,Divorced,8189,21196,3,Y,Yes,1,13,Excellent,3.0,High,80,1,12,2,Better,9,7,0,7
134,26,Gen Z,No,Travel_Rarely,1355,Human Resources,25,Long Distance,Below College,Life Sciences,1,3.3333333333333335,177,High,0,Female,61,High,1,Human Resources,High,Married,2942,8916,1,Y,No,0,23,Outstanding,3.3333333333333335,Very High,80,1,8,3,Better,8,7,5,7
135,36,Millennials,No,Travel_Rarely,216,Research & Development,6,Short Distance,College,Medical,1,3.3333333333333335,178,Medium,4,Male,84,High,2,Manufacturing Director,Medium,Divorced,4941,2819,6,Y,No,0,20,Outstanding,2.6666666666666665,Very High,80,2,7,0,Better,3,2,0,1
136,51,Gen X,Yes,Travel_Frequently,1150,Research & Development,8,Short Distance,Master,Life Sciences,1,2.3333333333333335,179,Low,14,Male,53,Low,3,Manufacturing Director,Very High,Single,10650,25150,2,Y,No,0,15,Excellent,3.0,Very High,80,0,18,2,Better,4,2,0,3
137,39,Millennials,No,Travel_Rarely,1329,Sales,4,Short Distance,Master,Life Sciences,1,3.0,182,Very High,2,Female,47,Medium,2,Sales Executive,High,Married,5902,14590,4,Y,No,0,14,Excellent,3.3333333333333335,High,80,1,17,1,Best,15,11,5,9
138,25,Gen Z,No,Travel_Rarely,959,Sales,28,Long Distance,Bachelor,Life Sciences,1,2.6666666666666665,183,Low,4,Male,41,Medium,2,Sales Executive,High,Married,8639,24835,2,Y,No,0,18,Excellent,2.6666666666666665,Very High,80,0,6,3,Better,2,2,2,2
139,30,Millennials,No,Travel_Rarely,1240,Human Resources,9,Short Distance,Bachelor,Human Resources,1,2.3333333333333335,184,High,1,Male,48,High,2,Human Resources,Very High,Married,6347,13982,0,Y,Yes,1,19,Excellent,3.6666666666666665,Very High,80,0,12,2,Bad,11,9,4,7
140,32,Millennials,Yes,Travel_Rarely,1033,Research & Development,9,Short Distance,Bachelor,Medical,1,3.6666666666666665,190,Low,5,Female,41,High,1,Laboratory Technician,Low,Single,4200,10224,7,Y,No,0,22,Outstanding,1.0,Low,80,0,10,2,Best,5,4,0,4
141,45,Gen X,No,Travel_Rarely,1316,Research & Development,29,Long Distance,Bachelor,Medical,1,2.6666666666666665,192,High,3,Male,83,High,1,Research Scientist,Very High,Single,3452,9752,5,Y,No,0,13,Excellent,3.0,Medium,80,0,9,2,Good,6,5,0,3
142,38,Millennials,No,Travel_Rarely,364,Research & Development,3,Short Distance,Doctor,Technical Degree,1,3.3333333333333335,193,Very High,16,Female,32,High,2,Research Scientist,High,Single,4317,2302,3,Y,Yes,1,20,Outstanding,3.0,Medium,80,0,19,2,Better,3,2,2,2
143,30,Millennials,No,Travel_Rarely,438,Research & Development,18,Medium Distance,Bachelor,Life Sciences,1,2.6666666666666665,194,Low,0,Female,75,High,1,Research Scientist,High,Single,2632,23910,1,Y,No,0,14,Excellent,2.3333333333333335,High,80,0,5,4,Good,5,4,0,4
144,32,Millennials,No,Travel_Frequently,689,Sales,9,Short Distance,College,Medical,1,2.6666666666666665,195,Very High,1,Male,35,Low,2,Sales Executive,Very High,Divorced,4668,22812,0,Y,No,0,17,Excellent,4.0,Very High,80,3,9,2,Best,8,7,0,7
145,30,Millennials,No,Travel_Rarely,201,Research & Development,5,Short Distance,Bachelor,Technical Degree,1,3.0,197,Very High,5,Female,84,High,1,Research Scientist,Low,Divorced,3204,10415,5,Y,No,0,14,Excellent,3.0,Very High,80,1,8,3,Better,3,2,2,2
146,30,Millennials,No,Travel_Rarely,1427,Research & Development,2,Short Distance,Below College,Medical,1,2.6666666666666665,198,Medium,1,Male,35,Medium,1,Laboratory Technician,Very High,Single,2720,11162,0,Y,No,0,13,Excellent,3.3333333333333335,Very High,80,0,6,3,Better,5,3,1,2
147,41,Millennials,No,Travel_Frequently,857,Research & Development,10,Short Distance,Bachelor,Life Sciences,1,2.3333333333333335,199,Very High,14,Male,91,Medium,4,Manager,Low,Divorced,17181,12888,4,Y,No,0,13,Excellent,2.3333333333333335,Medium,80,1,21,2,Good,7,6,7,7
148,41,Millennials,No,Travel_Rarely,933,Research & Development,9,Short Distance,Master,Life Sciences,1,3.3333333333333335,200,High,2,Male,94,High,1,Laboratory Technician,Low,Married,2238,6961,2,Y,No,0,21,Outstanding,2.6666666666666665,Very High,80,1,7,2,Better,5,0,1,4
149,19,Gen Z,No,Travel_Rarely,1181,Research & Development,3,Short Distance,Below College,Medical,1,3.0,201,Medium,0,Female,79,High,1,Laboratory Technician,Medium,Single,1483,16102,1,Y,No,0,14,Excellent,2.6666666666666665,Very High,80,0,1,3,Better,1,0,0,0
150,40,Millennials,No,Travel_Frequently,1395,Research & Development,26,Long Distance,Bachelor,Medical,1,3.0,202,Medium,0,Female,54,High,2,Research Scientist,Medium,Divorced,5605,8504,1,Y,No,0,11,Excellent,1.6666666666666667,Low,80,1,20,2,Better,20,7,2,13
151,35,Millennials,No,Travel_Rarely,662,Sales,1,Short Distance,Doctor,Marketing,1,3.0,204,High,0,Male,94,High,3,Sales Executive,Medium,Married,7295,11439,1,Y,No,0,13,Excellent,2.0,Low,80,2,10,3,Better,10,8,0,6
152,53,Gen X,No,Travel_Rarely,1436,Sales,6,Short Distance,College,Marketing,1,2.6666666666666665,205,Medium,6,Male,34,High,2,Sales Representative,High,Married,2306,16047,2,Y,Yes,1,20,Outstanding,3.0,Very High,80,1,13,3,Bad,7,7,4,5
153,45,Gen X,No,Travel_Rarely,194,Research & Development,9,Short Distance,Bachelor,Life Sciences,1,2.3333333333333335,206,Medium,3,Male,60,High,2,Laboratory Technician,Medium,Divorced,2348,10901,8,Y,No,0,18,Excellent,2.3333333333333335,High,80,1,20,2,Bad,17,9,0,15
154,32,Millennials,No,Travel_Frequently,967,Sales,8,Short Distance,Bachelor,Marketing,1,3.0,207,Medium,0,Female,43,High,3,Sales Executive,Very High,Single,8998,15589,1,Y,No,0,14,Excellent,3.3333333333333335,Very High,80,0,9,2,Better,9,8,3,7
155,29,Millennials,No,Non-Travel,1496,Research & Development,1,Short Distance,Below College,Technical Degree,1,3.0,208,Very High,0,Male,41,High,2,Manufacturing Director,High,Married,4319,26283,1,Y,No,0,13,Excellent,2.6666666666666665,Low,80,1,10,1,Better,10,7,0,9
156,51,Gen X,No,Travel_Rarely,1169,Research & Development,7,Short Distance,Master,Medical,1,2.6666666666666665,211,Medium,9,Male,34,Medium,2,Manufacturing Director,High,Married,6132,13983,2,Y,No,0,17,Excellent,2.6666666666666665,High,80,0,10,2,Better,1,0,0,0
157,58,Gen X,No,Travel_Rarely,1145,Research & Development,9,Short Distance,Bachelor,Medical,1,2.6666666666666665,214,Medium,8,Female,75,Medium,1,Research Scientist,Medium,Married,3346,11873,4,Y,Yes,1,20,Outstanding,2.0,Medium,80,1,9,3,Good,1,0,0,0
158,40,Millennials,No,Travel_Rarely,630,Sales,4,Short Distance,Master,Marketing,1,2.3333333333333335,215,High,3,Male,67,Medium,3,Sales Executive,Very High,Married,10855,8552,7,Y,No,0,11,Excellent,2.6666666666666665,Low,80,1,15,2,Good,12,11,2,11
159,34,Millennials,No,Travel_Frequently,303,Sales,2,Short Distance,Master,Marketing,1,3.0,216,High,2,Female,75,High,1,Sales Representative,High,Married,2231,11314,6,Y,No,0,18,Excellent,3.3333333333333335,Very High,80,1,6,3,Better,4,3,1,2
160,22,Gen Z,No,Travel_Rarely,1256,Research & Development,19,Medium Distance,Below College,Medical,1,3.3333333333333335,217,High,0,Male,80,High,1,Research Scientist,Very High,Married,2323,11992,1,Y,No,0,24,Outstanding,2.6666666666666665,Low,80,2,2,6,Better,2,2,2,2
161,27,Gen Z,No,Non-Travel,691,Research & Development,9,Short Distance,Bachelor,Medical,1,2.3333333333333335,218,Very High,4,Male,57,High,1,Research Scientist,Medium,Divorced,2024,5970,6,Y,No,0,18,Excellent,3.3333333333333335,Very High,80,1,6,1,Bad,2,2,2,2
162,28,Millennials,No,Travel_Rarely,440,Research & Development,21,Long Distance,Bachelor,Medical,1,2.3333333333333335,221,High,0,Male,42,High,1,Research Scientist,Very High,Married,2713,6672,1,Y,No,0,11,Excellent,3.3333333333333335,High,80,1,5,2,Bad,5,2,0,2
163,57,Gen X,No,Travel_Rarely,334,Research & Development,24,Long Distance,College,Life Sciences,1,2.6666666666666665,223,High,7,Male,83,Very High,3,Healthcare Representative,Very High,Divorced,9439,23402,3,Y,Yes,1,16,Excellent,3.0,Medium,80,1,12,2,Bad,5,3,1,4
164,27,Gen Z,No,Non-Travel,1450,Research & Development,3,Short Distance,Bachelor,Medical,1,2.3333333333333335,224,High,0,Male,79,Medium,1,Research Scientist,High,Divorced,2566,25326,1,Y,Yes,1,15,Excellent,3.3333333333333335,Very High,80,1,1,2,Good,1,1,0,1
165,50,Gen X,No,Travel_Rarely,1452,Research & Development,11,Medium Distance,Bachelor,Life Sciences,1,3.0,226,High,16,Female,53,High,5,Manager,Medium,Single,19926,17053,3,Y,No,0,15,Excellent,2.3333333333333335,Medium,80,0,21,5,Better,5,4,4,4
166,41,Millennials,No,Travel_Rarely,465,Research & Development,14,Medium Distance,Bachelor,Life Sciences,1,3.0,227,Low,4,Male,56,High,1,Research Scientist,High,Divorced,2451,4609,4,Y,No,0,12,Excellent,1.6666666666666667,Low,80,1,13,2,Better,9,8,1,8
167,30,Millennials,No,Travel_Rarely,1339,Sales,5,Short Distance,Bachelor,Life Sciences,1,3.0,228,Medium,2,Female,41,High,3,Sales Executive,Very High,Married,9419,8053,2,Y,No,0,12,Excellent,3.0,High,80,1,12,2,Better,10,9,7,4
168,38,Millennials,No,Travel_Rarely,702,Sales,1,Short Distance,Master,Life Sciences,1,3.3333333333333335,230,Low,4,Female,59,Medium,2,Sales Executive,Very High,Single,8686,12930,4,Y,No,0,22,Outstanding,2.6666666666666665,High,80,0,12,2,Best,8,3,0,7
169,32,Millennials,No,Travel_Rarely,120,Research & Development,6,Short Distance,Doctor,Life Sciences,1,3.3333333333333335,231,High,3,Male,43,High,1,Research Scientist,High,Single,3038,12430,3,Y,No,0,20,Outstanding,2.3333333333333335,Low,80,0,8,2,Better,5,4,1,4
170,27,Gen Z,No,Travel_Rarely,1157,Research & Development,17,Medium Distance,Bachelor,Technical Degree,1,2.6666666666666665,233,High,1,Male,51,High,1,Research Scientist,Medium,Married,3058,13364,0,Y,Yes,1,16,Excellent,3.0,Very High,80,1,6,3,Good,5,2,1,1
171,19,Gen Z,Yes,Travel_Frequently,602,Sales,1,Short Distance,Below College,Technical Degree,1,3.0,235,High,1,Female,100,Low,1,Sales Representative,Low,Single,2325,20989,0,Y,No,0,21,Outstanding,1.6666666666666667,Low,80,0,1,5,Best,0,0,0,0
172,36,Millennials,No,Travel_Frequently,1480,Research & Development,3,Short Distance,College,Medical,1,2.6666666666666665,238,Very High,5,Male,30,High,1,Laboratory Technician,Medium,Single,2088,15062,4,Y,No,0,12,Excellent,3.0,High,80,0,13,3,Good,8,7,7,2
173,30,Millennials,No,Non-Travel,111,Research & Development,9,Short Distance,Bachelor,Medical,1,3.0,239,High,0,Male,66,High,2,Laboratory Technician,Low,Divorced,3072,11012,1,Y,No,0,11,Excellent,2.3333333333333335,High,80,2,12,4,Better,12,9,6,10
174,45,Gen X,No,Travel_Rarely,1268,Sales,4,Short Distance,College,Life Sciences,1,3.3333333333333335,240,High,4,Female,30,High,2,Sales Executive,Low,Divorced,5006,6319,4,Y,Yes,1,11,Excellent,1.6666666666666667,Low,80,1,9,3,Best,5,4,0,3
175,56,Gen X,No,Travel_Rarely,713,Research & Development,8,Short Distance,Bachelor,Life Sciences,1,3.0,241,High,17,Female,67,High,1,Research Scientist,Low,Divorced,4257,13939,4,Y,Yes,1,18,Excellent,2.3333333333333335,High,80,1,19,3,Better,2,2,2,2
176,33,Millennials,No,Travel_Rarely,134,Research & Development,2,Short Distance,Bachelor,Life Sciences,1,3.3333333333333335,242,High,1,Male,90,High,1,Research Scientist,Very High,Single,2500,10515,0,Y,No,0,14,Excellent,2.6666666666666665,Low,80,0,4,2,Best,3,1,0,2
